Date,month,day,year,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,State,Country,Summary
03-02-1986,3,2,1986,03:03,"Near Bugulma, Russia",Aeroflot,,,Antonov AN-24B,CCCP-46423,7304108,38,38,0,NearBugulma,Russia,"The aircraft entered a left bank and turn, stalled and crashed 5 miles short of the runway. Failure of the autofeather sensor circuit breaker caused propellers to feather."
05/17/1986,5,17,1986,23:30,"AtlantiCity, New Jersey",Air Taxi - Islip Airco Inc.,,"AtlantiCity, NJ - AtlantiCity, NJ",Cessna 414A,N414NY,414A0242,5,2,0,AtlantiCity,NewJersey,During takeoff the pilot was not able to pull back the control wheel more than 2 inches. He aborted the takeoff late and was not able to stop the plane before it ran off the runway and collided with a car. Delayed aborted takeoff. Restricted elevator control movement.
06-10-1986,6,10,1986,,"Near Cairo, Egypt",EgyptAir,,Cairo - Alexandia,Fokker F-27 Friendship 500,SU-GAD,10659,26,23,0,NearCairo,Egypt,Crashed short of runway and collided with a building during a sandstorm.
07-02-1986,7,2,1986,10:27,"Near Syktyvar, Russia",Aeroflot,,,Tupolev TU-134A,CCCP-65120,60482,94,54,0,NearSyktyvar,Russia,The aircraft crashed in a forest after an in-flight fire caused by baggage that ignited in the rear cargo hold led to loss of contol of the aircraft.
09/19/1986,9,19,1986,14:58,"Near Mantiqueira, Brazil",AtlantiSoutheast Airlines,,Sao Jose dos Campo - Manaus,Embraer 120RT Brasilia,N219AS,120019,5,5,0,NearMantiqueira,Brazil,"On a delivery flight the aircraft struck a clound covered mountain at 4,300 ft. Crew did not follow the prescribed course."
10/20/1986,10,20,1986,15:50,"Kuybyshev, Russia",Aeroflot,,Yekaterinburg - Kuybyshev,Tupolev TU-134A,CCCP-65766,62327,92,70,0,Kuybyshev,Russia,The plane crashed and burst into flames after a straight-in hard landing without leveling off.
12/15/1986,12,15,1986,,"Near Lanzhou, China",CAAC,,Lanzhou - Chengdu,Antonov AN-24RV,B-3413,37308907,44,6,0,NearLanzhou,China,"The No. 2 engine failed due to severe icing conditions 30 minutes after leaving Lanzhou. With the prop feathered, the plane crashed before reaching the airport."
03/30/1987,3,30,1987,11:00,"Near Parachinar, Pakistan",Military - Afghan Republican Air Force,,,Antonov AN-26,,,40,40,0,NearParachinar,Pakistan,Shot down by a Pakistani F-16 jet fighter firing an air-to-air missile.
04-01-1987,4,1,1987,21:30,"Anchorage, Alaska",Air Taxi,,Local Flight,Cessna 402,N967JW,4020067,2,2,0,Anchorage,Alaska,The aircraft was on the last leg of a commuter flight when it crashed in a heavily wooded area while making a VFR approach to Merrill Field. The plane struck the ground in a near vertical attitude. Fuel starvation. Auxiliary tank had fuel but the engines could not be restarted from those tanks.
10-04-1988,10,4,1988,23:00,"Near Batagay, Russia",Aeroflot,,Tikis - Batagay,Antonov 12BP,CCCP-11418,401712,6,6,0,NearBatagay,Russia,"The cargo flight crew decided on a visual approach, ignored the GPWS warning and flew into a mountain."
05/30/1987,5,30,1987,,"Lübeck , Germany",Travel Air Flug,,,Cessna 501 Citation,D-IAEC,501-0203,4,2,0,Lübeck,Germany,"Crashed into an antenna. One of the pilots killed in this accident survived the September 6, 1971 Pan International accident."
01/18/1988,1,18,1988,22:17,"Near Chungking, Sichuan, China",China Southwest Airlines,4146,Beijing - Chongqing,Ilyushin IL-18D,B-222,187009901,108,108,0,Sichuan,China,The aircraft crashed 10 minutes before its scheduled landing. Fire in and failure of the No. 4 engine led to separation of the pylon and engine and loss of control of the aircraft. Overheating of the feathering oil. Poor maintenance procedures.
09-08-1987,9,8,1987,,"Carajas, Brazil",Military - Brazilian Air Force,,,Hawker Siddeley HS-125-403B,FAB2129,25290,9,9,0,Carajas,Brazil,Crashed during takeoff.
09/21/1987,9,21,1987,09:05,"Luxor, Egypt",EgyptAir,,Training,Airbus A.300B4-203,SU-BCA,115,5,5,0,Luxor,Egypt,"The plane landed too far down the runway, overran the runway, struck runway lights went through a fence and broke up."
10/19/1987,10,19,1987,,"Komsomolsk-on-Amur, Russia",MAP,,,Antonov An-12B,CCCP-12162,9346702,9,9,0,Komsomolsk-on-Amur,Russia,The plane overran the runway while attempting to take off crashed into a building and was destroyed.
11/23/1987,11,23,1987,18:25,"Homer, Alaska",Ryan Air Services,103,Kodiak - Homer,Beechcraft 1900C,N401RA,UB-58,21,18,0,Homer,Alaska,The aircraft crash landed 200 yards short of the runway while attempting to land at Homer Airport. Failure of the crew to supervise the loading of the aircraft which resulted in a shift of the center of gravity which caused the plane to lose control when the flaps were lowered for landing.
11/28/1987,11,28,1987,04:00,"Off Mauritius, Indian Ocean",South African Airways,295,"Taipei, Taiwan -  Mauritius - Johannesburg, South Africa",Boeing B-747-244B,ZS-SAS,22171/488,159,159,0,OffMauritius,IndianOcean,"While over the Indian Ocean the crew contacted Mauritius approach control and reporting fire and smoke aboard. Three minutes after the last transmission the plane the plunged into the ocean 150 miles northeast of Mauritius. The fire caused incapacitation and disorientation of the crew, in-flight break-up and loss of control of the aircraft.  The fire originated in a front pallet on the right side in the upper deck cargo hold. The fire of unknown origin possibly (1) incapacitated the crew; (2) caused disorientation of the crew due to thick smoke; (3) caused crew distraction; (4) weakened the aircraft structure, causing an in-flight break-up; (5) burned through control cables or ; (6) caused loss of control due to deformation of the aircraft fuselage."
12/14/1987,12,14,1987,21:30,"Off Vila dos Remidos, Brazil",Military - Brazilian Air Force,,Recife - Fernando de Noronha,Lockheed C-130H,C-130-2468,,29,29,0,OffViladosRemidos,Brazil,Crashed into the AtlantiOcean while en route for reasons unknown.
12/23/1987,12,23,1987,06:11,"Kenai, Alaska",Southcentral Air,,"Kenai, AK - Anchorage, AK",Piper PA-31-350 Navajo,N496SC,31-7752077,8,6,0,Kenai,Alaska,Lost the right engine while taking off and made a forced landing. Failure of the right engine cylinder failure. Improper use of throttle controls during the emergency.
01/24/1988,1,24,1988,16:49,"Near Nizhnevartovsk, Russia",Aeroflot,,Nizhnevartovsk - Tyumen,Yakovlev YAK-40,CCCP-87549,9531442,31,27,0,NearNizhnevartovsk,Russia,"The plane stalled and crashed after a loss of engine power on takeoff. The engine throttles were reduced at  a critical stage of the takeoff for undetermined reasons, probably by the crew."
02-08-1988,2,8,1988,07:58,"Near Mulheim, Germany",NFD - Nurnberger Flugdienst,108,Hannover - Dusseldorf,Swearingen SA.227AC Metro III,D-CABB,AC-500,21,21,0,NearMulheim,Germany,The plane was struck by lightning and suffered a complete electrical failure after which the right wing broke off during an uncontrollable descent.
02/27/1988,2,27,1988,06:09,"Surgut, Russia",Aeroflot,,Tyumen - Surgut,Tupolev TU-134A,CCCP-65675,1351501,51,20,0,Surgut,Russia,"The aircraft made a hard landing beside the runway, broke up and caught fire. Crew error. Visual contact with the runway was lost as the aircraft descended through the decision height."
03/31/1988,3,31,1988,04:10,"Cairo, Egypt",Arax Airlines,,Cairo - Sharjah,Douglas DC-8-55F,5N-ARH,45859/253,4,4,0,Cairo,Egypt,During a second attempt to take off an engine on the cargo plane failed causing the plane to crash at the end of the runway.
07/26/1988,7,26,1988,07:40,"Morristown, New Jersey",Northeast Jet,,"Allentown, PA - Morristown, NJ",Learjet 35A,N442NE,35-442,2,1,0,Morristown,NewJersey,"The aircraft, on a positioning flight struck the ground short of the runway while attempting to land. Inadequate training. Improper descent rate and airspeed."
10-07-1988,10,7,1988,,"Linfen, China",Shanxi Airlines,,Sightseeing,Ilyushin IL-14P,B-4218,6341406,46,42,0,Linfen,China,The sightseeing  plane crashed into a hotel shortly after takeoff.
05/18/1988,5,18,1988,09:40,"Swentna, Alaska",Jay Hawk Air - Air Taxi,,"Anchorage, AK - McGrath, AK",Piper PA-32-260,N897P,32-301,3,3,0,Swentna,Alaska,"The plane struck the rock face of a 8,600 ft. mountain in poor visibility. Pilot did not maintain proper altitude. Flight into known adverse weather. Poor inflight planning."
05/26/1988,5,26,1988,22:25,"Hannover, Germany",Starair,,Billund - Hannover - Nurnberg,Fokker F-27 Friendship 600,OY-APE,10443,2,2,0,Hannover,Germany,While landing the cargo plane pitched up for a go-around causing cargo to shift and the plane to lose control and crash.
07/30/1988,7,30,1988,15:45,"Liscomb Bay, Alaska",Air Taxi - Temesco Helicopters Inc.,,"Ketichikan, AK - Security Cove, AK",Cessna CE185,N70168,18502033,3,3,0,LiscombBay,Alaska,"While in a narrow, tree-lined area just above a small cove, the pilot lost control of the aircraft while maneuvering, in preparation for a landing on a lake. The aircraft struck trees in-flight while in an unusual attitude and then struck the water. Poor visibility due to heavy rain existed at the time of the accident. Inadvertent stall."
08/26/1988,8,26,1988,23:20,"Irkutsk, Russia",Aeroflot,,Kirensk - Irkutsk,Let 410MU,CCCP-67235,770801,4,4,0,Irkutsk,Russia,"The crew failed to set the altimeters to the proper setting while landing. The plane descended until it contacted trees, broke up and caught fire. Crew fatigue was a factor."
09-05-1988,9,5,1988,13:45,"Sitka, Alaska",Wrangell Air Service,,Sitka - Petersburg,Britten-Norman BN-2A Islander,N111VA,215,10,1,0,Sitka,Alaska,"The pilot encountered low ceilings, rain and fog while attempting to fly through a narrow mountain pass and successfully reversed course. He then flew into a small canyon off the main pass that terminated in a small glacier-covered bowl surrounded by steep rock walls. When it became apparent during a turn to reverse course that there was insufficient space to complete the maneuver before collision with a rock wall, the pilot retarded the throttles and crash landed on a glacier. Improper in-flight planning. Blind box canyon. Weight and balance exceeded. Rain fog."
10/19/1988,10,19,1988,08:30,"Gauhati, India",Vayudoot,,Silchar - Gauhati,Fokker F-27 Friendship 100,VT-DMC,10173,34,34,0,Gauhati,India,Crashed short of the runway. Controlled flight into terrain.
10/19/1988,10,19,1988,07:00,"Near Ahmedabad, India",Indian Airlines,113,Bombay - Ahmadabad,Boeing B-737-2A8,VT-EAH,20481/271,129,124,0,NearAhmedabad,India,"The plane hit an electrical mast, 5 miles short of runway during an approach in fog and burst into flames."
12-07-1988,12,7,1988,19:33,"Kodinsk, Russia",Aeroflot,,,Let 410UVP,CCCP-67127,790323,14,6,0,Kodinsk,Russia,The aircraft struck the ground while the crew was in the base leg turn. Crew procedural errors. The radio altimeter warning was not set and the outer marker was not used during the approach.
12/14/1988,12,14,1988,21:50,"Near Luxor, Egypt",GAS Air,,Dar-es-Salaam - Cairo,Boeing B-707-321C,5N-AYJ,19168/508,8,8,5,NearLuxor,Egypt,After 2 missed approaches at Cairo the plane diverted to Luxor but crashed into a residential neighborhood while attempting to land. Forced landing. Fuel exhaustion.
03/15/1989,3,15,1989,07:25,"West Lafayette, Indiana",Mid PacifiAir,,Terre Haute - Lafayette,NAMC YS-11A-300F,N128MP,2139,2,2,0,WestLafayette,Indiana,"While landing the cargo plane pitched down and crashed short of the runway. A loss of control due to the improper in-flight decisions by the crew and the undetected accumulation of ice on the leading edge of the horizontal stabilizer, during flight in a forward centre of gravity condition and exacerbated by the extension of full landing flaps."
01/29/1989,1,29,1989,,"Fairbanks, Alaska",Military - Canadian Army,,Exercise,Lockheed CC-130E Hercules,130318,4124,11,11,0,Fairbanks,Alaska,Crashed about 500 ft. short of the runway.
03/21/1989,3,21,1989,11:55,"Guarulhos, Brazil",Transbrasil,,Manaus - Sao Paulo-Guarulhos,Boeing B-707-349C,PT-TCS,19354/503,3,3,18,Guarulhos,Brazil,The plane crashed into houses during a steep approach. Crew error. High speed approach. Deep stall. This was the Boeing 707 used in the movie 'Airport' in 1970.
05-09-1989,5,9,1989,,"Near Tainjin, China",Aero Asahi,,,Bell 412,JA9596,33070,,10,0,NearTainjin,China,
06/17/1989,6,17,1989,08:28,"Berlin, Germany",Interflug,,Berlin - Moscow,Ilyushin IL-62MK,DDR-SEW,2850324,113,20,1,Berlin,Germany,"The pilot aborted the takeoff at liftoff after it was discovered the rudder and elevator were jammed. When the command was given to apply reverse thrust  the flight engineer switched off the engines by mistake. The aircraft overran runway, collided with obstacles and caught fire. Jammed rudder and elevator."
09-03-1989,9,3,1989,20:45,"Near Sao Jose do Xingu, Brazil",Varig,254,Maraba - Belem,Boeing B-737-241,PP-VMK,21006,54,13,0,NearSaoJosedoXingu,Brazil,"The aircraft ran out of fuel due to a navigation error and crashed into the jungle. The crew entered a heading of 027 degrees instead of 270 into the flight computer.  Although the flight from Maraba to Belem was supposed to last 45 minutes, after two hours, the captain still thought he was flying in the right direction. The course was finally corrected but the plane ran out of fuel and crashed into the jungle."
09/20/1989,9,20,1989,,"Fairbanks, Alaska",Boeing KC-135E,,,Military - U.S. Air Force,57-1481,17552/161,7,2,0,Fairbanks,Alaska,An explosion occurred in an overheated fuel pump while shuting down the engines.
09/23/1989,9,23,1989,20:35,"Ujani Dam, India",Vayudoot,,Pune - Hyderabad,Dornier Do-288-201,VT-EJF,8052,11,11,0,UjaniDam,India,Exploded in mid-air and crashed during a thunderstorm and heavy rain.
10-10-1989,10,10,1989,13:39,"Lacey Township, New Jersey",Air Taxi - Paramount Aviation Corp.,,"New York, NY - AtlantiCity, NJ",Agusta A109A MK II,N21FL,7309,5,5,0,LaceyTownship,NewJersey,"In-flight separation of a main rotor blade due to fatigue failure of the main rotor blade spar, which originated at a manufacturing induced scratch (tool mark) that was the result of inadequate quality control."
10/20/1989,10,20,1989,02:32,"Leninakan, Russia",Aeroflot,,Ul'yanovsk - Leninakan,Ilyushin IL-76TD,CCCP-76466,23440153,25,25,0,Leninakan,Russia,Descended below minima and struck a mountain. Did not heed GPWS warnings. Incorrectly set altimeter.
10/26/1989,10,26,1989,18:55,"Hualein, China",China Airlines (Taiwan),204,Hualian - Taibei,Boeing B-737-209,B-180,23795/1319,54,54,0,Hualein,China,"The plane hit a 7,000 ft, mountain 10 minutes after taking off. The flight crew used an incorrect departure procedure."
11/21/1989,11,21,1989,17:28,"Near Tyumem, Russia",Aeroflot,,Perm - Sovietsky,Antonov AN-24,CCCP-46335,97305602,42,34,0,NearTyumem,Russia,Crashed right of the runway during an approach in haze and snow.
01/13/1990,1,13,1990,12:56,"Near Pervouralsk, Russia",Aeroflot,,Tyumen - Ufa,Tupolev TU-134A,CCCP-65951,2351703,71,27,0,NearPervouralsk,Russia,A fire in the rear cargo hold and fire warning in both engines forced the plane to crash land in a snow laden field. The plane broke up after striking irrigation equipment. Short circuit in the electrical wiring.
02-12-1990,2,12,1990,09:29,"Bauru, Brazil",TAM (Brazil),,San Palo - Bauru - Aracatuba,Fokker 27 Friendship 200,PT-LCG,10206,40,2,2,Bauru,Brazil,"Crashed after an aborted landing following landing  too fast and 2/3rds down the runway. The pilot attempted a go-around, became airborne but stalled and crashed into houses and a car killing two people."
02/14/1990,2,14,1990,13:03,"Near Bangalore, India",Indian Airlines,605,Bombay - Bangalore,Airbus A320-231,VT-EPN,79,146,92,0,NearBangalore,India,"On final approach, the aircraft descended below the normal approach profile until it hit the ground 2,300 ft. short and 200 ft. to the right of the runway centerline. The co-pilot's (in this case check captain's) flight director was left in the Open Descent Idle Mode instead of the Vertical Speed Mode, the prescribed setting for an approach and landing.The aircraft could not maintain the correct flight path at idle power. Failure of the crew to realize the gravity of the situation and respond immediately towards proper action of moving the throttles, even after the radio altitude call-outs."
03-01-1990,3,1,1990,,"Near Meerut, India",Military - Indian Air Force,,,MiG-23,,,1,0,50,NearMeerut,India,"After the pilot ejected safely, the aircraft crashed into two trucks killing 50 people on the ground."
04-06-1990,4,6,1990,15:03,"Juiz De Fora, Brazil",Air Taxi - Transamerica,,Rio de Janeiro - Juiz De Flora,Learjet 25C,PT-CMY,25-108,4,2,0,JuizDeFora,Brazil,"The jet overan the wet runway fell off a cliff and caught fire. Plane overloaded, pilot did not make the proper calcualtions for landing."
05-11-1990,5,11,1990,,"Near Wurzburg , Germany",Military - Luftwaffe,,,Transall C-160D,50-39,D61,10,10,0,NearWurzburg,Germany,During a low level flight the crew lost reference with the ground and crashed.
06-06-1990,6,6,1990,05:29,"Near Altamira, Brazil",TABA,,Belem - Altamira,Fairchild FH-227B,PT-ICA,570,42,23,0,NearAltamira,Brazil,"The pilot,, switched to VFR in IFR conditions, struck trees 1 km short of runway in heavy ground fog. Pilot error."
06/25/1990,6,25,1990,14:30,"Aialak Bay, Alaska",Air Taxi - Trail Lake Flying Service Inc.,,"Seward, AK - Aialak Bay, AK",Cessna 207A,N9985M,20700775,5,5,0,AialakBay,Alaska,"Crashed into a 2,700 ft. mountain while on a sightseeing trip.  The pilot-in-command's attempt to fly under visual flight rules while in instrument meteorological conditions. Contributing factors to the accident were the low ceiling and surrounding mountainous terrain."
